time,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
0.342,-1.1160559577780174,-1.2430145289624086,-1.1348333744247951,-1.1230776054651472,-1.0949966659266597,-1.104792920804775
0.34400000000000003,-1.113481645569495,-1.2409800904164308,-1.1324812182316477,-1.120776220979375,-1.0925569628950633,-1.102397068342537
0.34600000000000003,-1.1109108587877494,-1.238947146033025,-1.1301317097725443,-1.1184794012986647,-1.090121929846187,-1.1000057305565676
0.34800000000000003,-1.108343598997443,-1.2369156896177234,-1.1277848429001025,-1.116187134093953,-1.0876915582806377,-1.0976188989414188
0.35000000000000003,-1.1057798677295674,-1.2348857150100145,-1.1254406114974531,-1.1138994070548218,-1.085265839715063,-1.0952365650076343
0.352,-1.1032196664813103,-1.232857216083608,-1.1230990094783357,-1.111616207889765,-1.0828447656820708,-1.09285872028172
0.354,-1.1006629967159247,-1.2308301867466742,-1.1207600307871883,-1.1093375243264518,-1.0804283277301485,-1.0904853563061139
0.356,-1.0981098598625916,-1.2288046209420689,-1.118423669399226,-1.1070633441119857,-1.0780165174235834,-1.0881164646391566
0.358,-1.095560257316287,-1.2267805126475362,-1.1160899193205136,-1.1047936550131567,-1.0756093263423843,-1.085752036855062
0.36,-1.093014190437645,-1.2247578558758978,-1.1137587745880297,-1.10252844481669,-1.073206746082204,-1.0833920645438861
0.362,-1.0904716605528226,-1.2227366446752266,-1.1114302292697242,-1.1002677013294921,-1.0708087682542622,-1.0810365393114993
0.364,-1.0879326689533655,-1.2207168731290043,-1.1091042774645705,-1.0980114123788893,-1.0684153844852695,-1.0786854527795557
0.366,-1.0853972168960744,-1.2186985353562692,-1.1067809133026096,-1.0957595658128658,-1.066026586417353,-1.0763387965854636
0.368,-1.0828653056028728,-1.2166816255117487,-1.104460130944991,-1.0935121495002957,-1.0636423657079814,-1.0739965623823566
0.37,-1.0803369362606767,-1.2146661377859829,-1.1021419245840067,-1.0912691513311725,-1.0612627140298923,-1.0716587418390635
0.372,-1.0778121100212656,-1.212652066405437,-1.0998262884431207,-1.0890305592168337,-1.0588876230710182,-1.0693253266400797
0.374,-1.075290828001157,-1.2106394056326035,-1.0975132167769943,-1.0867963610901836,-1.0565170845344172,-1.0669963084855376
0.376,-1.0727730912814821,-1.208628149766096,-1.0952027038715064,-1.0845665449059116,-1.054151090138199,-1.0646716790911768
0.378,-1.0702589009078642,-1.2066182931407348,-1.0928947440437713,-1.0823410986407076,-1.051789631615457,-1.0623514301883161
0.38,-1.067748257890301,-1.204609830127624,-1.0905893316421493,-1.0801200102934745,-1.0494327007141977,-1.0600355535238237
0.382,-1.0652411632030496,-1.202602755134222,-1.0882864610462577,-1.0779032678855363,-1.047080289197272,-1.0577240408600876
0.384,-1.0627376177845127,-1.200597062604404,-1.085986126666976,-1.0756908594608454,-1.0447323888423077,-1.0554168839749876
0.386,-1.0602376225371306,-1.1985927470185198,-1.083688322946447,-1.0734827730861853,-1.042388991441642,-1.0531140746618664
0.388,-1.0577411783272763,-1.1965898028934443,-1.081393044358078,-1.0712789968513698,-1.0400500888022546,-1.050815604729499
0.39,-1.0552482859851513,-1.1945882247826225,-1.0791002854065352,-1.0690795188694422,-1.0377156727457022,-1.0485214660020659
0.392,-1.0527589463046885,-1.1925880072761095,-1.0768100406277394,-1.0668843272768678,-1.0353857351080533,-1.0462316503191238
0.394,-1.0502731600434565,-1.1905891450006059,-1.0745223045888543,-1.0646934102337275,-1.0330602677398242,-1.043946149535576
0.396,-1.0477909279225688,-1.1885916326194874,-1.0722370718882765,-1.0625067559239054,-1.030739262505914,-1.041664955521644
0.398,-1.045312250626595,-1.186595464832831,-1.0699543371556204,-1.0603243525552766,-1.0284227112855433,-1.0393880601628398
0.4,-1.042837128803479,-1.184600636377436,-1.0676740950517016,-1.0581461883598893,-1.0261106059721907,-1.0371154553599364
0.402,-1.0403655630644564,-1.1826071420268423,-1.065396340268519,-1.0559722515941479,-1.0238029384735305,-1.03484713302894
0.404,-1.0378975539839805,-1.180614976591344,-1.0631210675292326,-1.0538025305389906,-1.0214997007113737,-1.0325830851010602
0.406,-1.0354331020996494,-1.1786241349179987,-1.0608482715881407,-1.051637013500065,-1.0192008846216059,-1.030323303522683
0.40800000000000003,-1.0329722079121373,-1.1766346118906352,-1.058577947230655,-1.0494756888079027,-1.0169064821541274,-1.0280677802553424
0.41000000000000003,-1.0305148718851314,-1.1746464024298569,-1.0563100892732726,-1.0473185448180902,-1.014616485272796,-1.025816507275691
0.41200000000000003,-1.0280610944452695,-1.1726595014930412,-1.054044692563549,-1.045165569911437,-1.0123308859553668,-1.0235694765754726
0.41400000000000003,-1.0256108759820854,-1.1706739040743381,-1.0517817519800645,-1.0430167524941427,-1.0100496761934346,-1.0213266801614937
0.41600000000000004,-1.0231642168479564,-1.1686896052046636,-1.049521262432394,-1.0408720809979601,-1.0077728479923778,-1.0190881100555962
0.418,-1.0207211173580537,-1.1667065999516917,-1.047263218861071,-1.0387315438803566,-1.005500393371301,-1.0168537582946273
0.42,-1.0182815777902985,-1.1647248834198436,-1.0450076162375523,-1.036595129624674,-1.003232304362979,-1.0146236169304141
0.422,-1.0158455983853218,-1.162744450750274,-1.0427544495641805,-1.0344628267402842,-1.000968573013802,-1.0123976780297332
0.424,-1.0134131793464278,-1.1607652971208555,-1.0405037138741444,-1.0323346237627447,-0.9987091913837209,-1.010175933674285
0.426,-1.0109843208395612,-1.158787417746159,-1.038255404231438,-1.030210509253949,-0.9964541515461929,-1.0079583759606636
0.428,-1.0085590229932788,-1.1568108078774346,-1.0360095157308185,-1.0280904718022783,-0.994203445588128,-1.0057449970003307
0.43,-1.0061372858987243,-1.1548354628025874,-1.0337660434977627,-1.0259745000227474,-0.9919570656098365,-1.003535788919587
0.432,-1.0037191096096083,-1.1528613778461532,-1.0315249826884214,-1.0238625825571503,-0.9897150037249767,-1.001330743859545
0.434,-1.0013044945818734,-1.150888561001571,-1.029286307391498,-1.0217547059786978,-0.9874772522650704,-0.9991298539876343
